CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Bhutan,"BTN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","158707544.196567","180780159.402543","186951888.243078","208097480.926564","217424628.792959","226582065.031302","253161447.802265","325809328.656872","342058383.742277","367482305.63395","407451278.607056","405789382.267844","424459311.187948","432890629.133397","454325224.522911","486464723.728948","513537326.517702","541133993.180294","573136824.393587","618895908.099995","661804111.427545","717057835.633543","795878851.526635","858142863.076573","909706453.985207","975999030.324365","1044316408.72859","1236061819.33685","1295386118.93311","1382803097.77376","1547991317.5991","1671561536.51862","1757118756.60542","1794369195.75941","1898020852.34192","2024091805.06833","2188590421.78283","2290400033.22577","2359745114.40931","",
Botswana,"BWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","205010514.046991","218014912.606046","232549242.614046","246318588.140598","263147815.322015","278447111.054487","296111848.944554","313655172.933376","346799292.275962","399247152.769046","467599333.990521","588338659.37597","743436149.331587","901811720.835965","981151269.275468","1064021762.04802","1177312167.33862","1318731376.88286","1507742528.60751","1690911970.42458","1893599920.75956","2065252054.53488","2316500951.15227","2621045054.62282","2845023409.90628","3047739045.53683","3296828451.58564","3688555238.94084","4405978108.23722","4981372672.72979","5318752174.48613","5715462427.58618","5882186484.96478","5994895480.29139","6212385253.8594","6649141424.18378","7036773076.14529","7622647125.23515","7656466026.76487","8396635029.8643","8563534596.26097","8584992576.02696","9106061350.41439","9527298168.17184","9785089872.92033","10230961745.6804","11086666195.2035","12004283368.7509","12754003367.4123","11778027466.4962","12786654365.8738","13560031674.6853","14164289360.2583","15771004794.7832","16425389502.779","16146492036.747","16841394662.4941","17331063453.6461","18102917020.8106","",
Central African Republic,"CAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","899673476.738201","944239286.414515","909172126.057338","902744181.369777","921524190.644542","930256357.703387","936254499.254336","980039499.899137","993800363.656349","1064276139.08479","1089104433.60978","1101413517.88332","1101403966.7025","1122208826.30975","1193346021.00954","1198178918.50123","1263270215.74599","1311353247.75692","1327210595.70272","1294493025.82569","1236517358.28707","1217419772.25025","1311353247.75692","1204785947.82904","1319020458.15505","1370821287.29767","1419868988.57078","1349741831.24203","1372824647.47333","1399969103.34562","1369904373.93957","1362335063.14478","1274817593.34965","1279091746.76374","1341766595.26267","1438374401.39715","1380838088.17595","1454021623.36505","1522362709.88165","1577167385.39016","1537904868.8606","1606568307.72966","1664670528.41406","1574820182.70521","1669228829.45736","1684388941.20377","1764752576.5695","1846064166.63098","1883984742.25623","2045767418.4676","2140503193.16261","2230289068.40098","2343002553.18241","1490337600.61361","1491545824.98653","1556235972.63713","1630162112.13448","1703964086.28126","1768534844.17169","",
Canada,"CAN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","294599197023.505","303918228923.234","326485326820.439","343950811054.433","366799100272.274","389968751035.045","416116123675.472","428979130100.112","450409497243.401","473134711901.305","487139577269.661","506480240032.868","534385699295.121","570914928366.193","589642782133.641","598258859782.463","633428285293.463","655206509144.021","679341099004.327","704552591762.891","719739486299.253","744744145283.81","721007197513.493","739763042210.339","783471623770.2","820587807646.454","838189186790.179","872328289760.542","910798935432.949","931901958295.624","933436544879.922","913964260684.624","922192311401.886","946730526170.996","989281009838.131","1015932005467.31","1032381696768.51","1076568047209.69","1106674729697.3","1150615057854.25","1207199576152.28","1224167099349.95","1266059886610.22","1314310570886.79","1365753064493.56","1433984187864.89","1493721353718","1596319230935.93","1612404105467.83","1565186460764.05","1613542812589.39","1664319090655.42","1693649023894.27","1733114006185.17","1782827583715.17","1795127427482.64","1815001272188.51","1869062282155.17","1904517921827.96","",
Central Europe and the Baltics,"CEB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","795956595679.582","718753879938.939","704810284913.28","716269141943.137","745539663694.296","785862633455.195","819868523540.406","844887962250.802","868273715393.11","885458237124.959","921074115156.032","948889801500.97","982471899010.951","1022672524511.62","1082158249679.53","1135973047411.16","1210832044571.87","1288560952625.11","1338993133885.11","1292796215371.42","1313429192814.02","1355861733439.29","1366189949598.4","1383400917922.99","1425472710730.44","1481184286695.17","1526369841742.82","1599620866960.18","1668492978878.16","",
Switzerland,"CHE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","306455537856.16","318944957274.357","329152818343.169","339191675157.999","344126601293.058","319063260281.217","314584645757.89","322240541535.27","323558775317.163","331620281459.153","346881371766.794","352436107542.441","347821247686.623","350044101856.916","360575026073.096","373821095511.57","380769056991.566","386806067243.757","399484008392.002","416784838045.822","432100120572.749","428142876093.518","427955636324.798","427416482635.518","432843636376.984","434925251299.764","437273498198.459","447506446956.786","460886372610.965","468697242214.32","487149534679.836","493542251058.532","494344816483.73","494540423798.328","508270333206.045","524103980369.208","545009035414.015","567418541153.571","579644958796.232","566764598976.798","583783396408.582","593665402580.589","599638138474.422","610743649389.272","625701857800.654","634044894425.551","644967263142.705","656573298725.082","674632458798.925","",
Channel Islands,"CHI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Chile,"CHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","29375692257.1695","30916527184.3872","32161438540.171","34039711620.9842","34910182119.1023","35241923981.3184","39201792004.9645","40619328747.0318","42078380449.811","43735420036.097","44535326423.2174","48731750485.5682","48234712071.0831","45808868607.7393","46900104265.4055","40844315409.0887","42409708109.933","46839269114.6994","50446409757.0584","54693142233.5659","59061276084.0798","62915243091.1445","55985566287.3175","53176534993.465","55358731548.5091","57578570293.9906","60674968647.9445","64594855902.1142","69339419416.1774","76220235503.4875","78761086957.4583","84907911073.8978","94389329346.47","100608438212.434","105669241836.513","115108987852.776","122939756290.644","132071585918.002","137783126643.784","137215327660.067","144524703666.117","149298423006.472","153937081014.428","160234720403.17","171786906198.963","181652337025.042","193127635486.362","202601172713.024","209752043005.204","206471018816.037","218537551220.071","231892203586.311","244225687257.03","254104626803.85","258593994337.575","264551397536.478","268970834911.338","272411465024.959","283375081129.779","",
China,"CHN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","128267593741.236","93289020922.9398","88083493564.6418","97156093397.6387","114819071171.696","134280903738.165","148581819991.884","140008648972.074","134268294375.222","157013343437.16","187316918714.654","200541493182.187","208182124068.928","224337056900.1","229519242915.594","249533320898.924","245615647753.947","264208752286.887","293626189157.361","315941779533.32","340606379422.538","358223950771.979","390229205390.132","432511376628.791","497990016810.883","564936787938.761","615440492473.827","687378908817.38","764602596565.766","796607851183.919","827732227234.598","904662288793.827","1033270559644.75","1176560139953.54","1330126636882.84","1475765226704.89","1622284695094.42","1772034051564.67","1910919239036.1","2057438707425.62","2232146289974.25","2418305293900.02","2639112188146.35","2903963010766.29","3197589199923.65","3561979300667.93","4015044510537.74","4586441074637.97","5029229367887.27","5501967532430.61","6087164527421.24","6668544381952.81","7192667129598.69","7751437767565.15","8317255434071.39","8891588260063.19","9490585685944.2","10131865283063.9","10797222227694.5","",
Cote d'Ivoire,"CIV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4289508128.40817","4715565889.2015","4773425622.81366","5465111982.50678","6427686955.99594","6227808113.90386","6948823859.88542","7268341328.22222","8180390870.092","8960736251.5164","9890415491.01544","10825716247.2043","11284361249.4947","11954561754.7569","12471881171.7129","13501171352.8644","15245036303.5783","16360128257.2038","18144928866.1124","18579392397.2903","16543518824.5293","17122624520.2341","17157010577.4578","16487845912.2365","16042466089.2755","16764573290.7621","17310989203.6653","17250578540.9893","17446628599.7222","17960956073.5723","17764120445.2383","17771390441.5049","17727928620.2484","17693804999.1077","17837338328.0312","19108381522.8738","20585330895.8407","21355953697.801","22408947356.0759","22771418229.2731","22300414201.6886","22327480641.4857","21955138165.9699","21656650171.2742","21923410906.1317","22300767039.1796","22638811513.3749","23038394863.9785","23624224724.0402","24392355457.3384","24884505034.5564","23792758395.8868","26340131049.779","28681616270.2215","31203899801.8261","33963216960.1063","36670680111.0118","39495088684.8628","42430786915.0256","",
Cameroon,"CMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4950872798.26151","5009475329.58656","5161841479.88163","5355025994.71733","5544977318.49971","5657321537.44254","5918404415.7153","5272584243.96726","5607199515.6448","5882035251.69771","6063911795.34387","6274918208.08218","6442699687.69336","6787750116.44827","7516365015.46137","8361584679.17134","7902104028.88936","8987842970.07563","10965438501.2527","11627215738.8128","11398707036.5802","13345911940.1056","14349017721.0806","15334340455.8889","16480516857.2576","17809367575.8183","19015357944.8201","18607164723.2004","17151408634.2632","16839403841.6107","15811240757.6391","15209053941.3669","14737572780.8536","13568578696.4012","13856766548.5278","14337567546.2407","14962841271.4924","15745595485.5359","16454508051.9274","17160738325.7736","17770523602.1425","18546755043.3587","19332618830.0545","20215577280.1935","21586386665.2998","22022574644.1204","22784042334.906","23900962052.9678","24734819036.7304","25278654623.5694","26143818509.6421","27223369236.2615","28460199046.8585","29998263824.8652","31763379465.2944","33558475339.5266","35118434874.4696","36364818792.9552","37842105126.0073","",
Congo, Dem. Rep.,"COD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15841902487.6515","14122838069.9139","17116978249.6233","18009455806.8573","17569984822.4217","17745218854.0711","18947543549.287","18760770287.1195","19573617893.1876","21399608887.287","21347167738.666","22629069018.2458","22663269577.9722","24507442348.6374","25274668878.1658","24015578136.8559","22740590593.8129","22913599552.0055","21688800856.4925","21782081843.165","22260179572.5865","22783410452.5475","22679135884.3484","22999298082.0939","24273706213.3562","24387270978.7053","25537669679.5156","26220966410.5257","26344304942.836","26010772702.6603","24302304337.4723","22255794773.7375","19918934416.3647","17236043073.1679","16563837944.3293","16679784616.1087","16509121623.1723","15581796568.5625","15328724189.3432","14674166078.8422","13660045126.8279","13373160543.8866","13767369914.346","14535289345.1274","15514731493.4809","16466583721.9743","17342767276.9549","18428333938.383","19575662524.8682","20134560220.3573","21565720044.4634","23048292322.5825","24681701508.4285","26775192727.4219","29310880617.2735","31338076169.6075","32089995419.0273","33285972750.2513","35202556672.4912","",
Congo, Rep.,"COG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1483222500.02235","1607082357.71301","1690687744.44949","1622564856.43391","1684494851.31753","1746424761.04652","1770158367.26747","1807619734.17443","1945565093.23842","2092426564.46621","2225472883.76455","2398014594.34025","2604664721.26091","2819059595.83329","3041357126.8935","3276502598.38538","3306524757.67021","3010477444.83379","3201936194.12491","3516149388.85633","4136278784.63796","4865079626.99001","6013126520.1682","6365132712.17241","6809172712.07804","6728439016.68609","6266765394.7755","6278633184.55009","6389530386.35617","6555650286.42864","6621207023.12928","6779809261.2278","6956894357.17029","6888738831.47006","6510335189.58292","6769793164.98691","7060249892.08572","7016136592.97449","7278368400.54242","7090426418.46915","7627595733.65268","7917642833.95722","8280418940.53943","8347760613.01877","8637981498.28454","9307922523.85313","9888364294.38467","9731908344.87259","10274192976.075","11041566540.1611","12007880438.6232","12418629883.7549","12890534256.7459","13334059545.5669","14238097603.1698","14614906845.3719","14205686707.8991","13765310419.9542","13906481140.1373","",
Colombia,"COL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","37526930049.001","39436756946.5016","41571030699.8182","42937348905.9753","45585270019.1312","47226344933.0948","49699463872.3103","51754469194.4561","54825122923.2744","58170835538.0936","61781962899.7409","65464617626.9221","70485195744.8123","75223883711.4537","79546065417.5547","81394123586.61","85242737875.3959","88787561780.2276","96307780220.0589","101488290312.571","105636475674.423","108041683800.293","109066373587.441","110783030360.262","114495019344.095","118052501181.591","124927968733.784","131635266609.146","136985151895.886","141661956636.166","147727919256.512","150684852510.935","156779948468.366","165223191394.862","174830361367.88","183925801810.802","187707049074.233","194145952112.306","195252164858.561","187043734084.254","192514504219.122","195744701827.491","200646110923.516","208507971113.495","219627747225.375","229964650159.693","245554885937.816","262372092382.341","270917678590.899","274183380149.231","286103648654.545","307168118234.167","319157056433.177","333732543571.171","349512460297.654","359843859560.975","367355177318.634","372319345826.568","381885052602.201","",
Comoros,"COM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","431549613.046769","448228699.004854","476840557.791609","499830957.424484","520375509.21049","532239866.714772","542180043.220641","551059782.198497","565868849.289978","547872768.337424","575766266.218105","544700007.668931","591168266.120948","608939146.630724","576806749.276505","597630663.637095","589911134.535318","613685459.76014","621556072.703273","633517351.917104","702240545.264826","718623164.81723","735330757.160477","750801172.387708","765214000.725441","786927314.303075","807756929.940697","814219327.456845","846787872.504037","873886042.238708","907093130.313521","944282560.395418","974502179.30529","1018353551.59947","1039739041.74774","1051343991.14705","1086255761.05453","1127704045.07958","1166392911.02098","",
Cabo Verde,"CPV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","193155976.555837","209480674.466622","215398566.537885","235906125.028589","244831092.29243","265989607.352977","273627380.361952","285418158.560789","302534271.432073","319772521.034873","321985896.487348","326507051.318276","362219240.814581","393762420.169653","469296454.841725","535991159.978501","596807529.488222","663163133.229937","746173157.059268","829913547.917368","948465609.657377","969632085.04843","1020546411.32196","1063167075.75349","1171578994.42458","1252563900.2118","1352565476.19448","1557758964.15815","1661358043.76208","1640251719.75984","1664310769.55229","1730365372.41875","1749086511.67248","1763128136.22015","1773904598.7102","1791765400.30868","1876082144.38247","1945535440.56218","2044320991.45055","",
